run_id,condition,seed,init_scale,cyclic_pattern,participants_per_condition,mse,f2_neg_sep,routing_separation,genome
cfar_s0_i0.001_pABABABAB_ppc2,far,0,0.001,ABABABAB,2,0.3899208514084076,-0.5,0.5,110100000000
cfar_s0_i0.001_pABABABAB_ppc2,far,0,0.001,ABABABAB,2,0.3887776319772519,-0.3333333283662796,0.3333333283662796,001101100000
cfar_s0_i0.001_pABABABAB_ppc2,far,0,0.001,ABABABAB,2,0.3619467544385457,-0.3333333134651184,0.3333333134651184,100110111110
cfar_s0_i0.001_pABABABAB_ppc2,far,0,0.001,ABABABAB,2,0.3164058809072293,-0.0,0.0,100110110010
cfar_s0_i0.001_pABABABAB_ppc3,far,0,0.001,ABABABAB,3,0.5688917256848908,-1.0,1.0,111111000000
cfar_s0_i0.001_pABABABAB_ppc3,far,0,0.001,ABABABAB,3,0.5629479307681322,-0.8333333283662796,0.8333333283662796,111111000100
cfar_s0_i0.001_pABABABAB_ppc3,far,0,0.001,ABABABAB,3,0.5598291489670332,-0.8333333134651184,0.8333333134651184,111110000000
cfar_s0_i0.001_pABABABAB_ppc3,far,0,0.001,ABABABAB,3,0.5262261389315813,-0.6666666865348816,0.6666666865348816,000000010111
cfar_s0_i0.001_pABABABAB_ppc3,far,0,0.001,ABABABAB,3,0.4977272119501541,-0.6666666567325592,0.6666666567325592,111111010001
cfar_s0_i0.001_pABABABAB_ppc3,far,0,0.001,ABABABAB,3,0.47504785537034616,-0.5,0.5,111111000111
cfar_s0_i0.001_pABABABAB_ppc3,far,0,0.001,ABABABAB,3,0.4596717433425887,-0.4999999701976776,0.4999999701976776,101111000011
cfar_s0_i0.001_pABABABAB_ppc3,far,0,0.001,ABABABAB,3,0.44842635480494336,-0.3333333134651184,0.3333333134651184,110100011111
cfar_s0_i0.001_pABABABAB_ppc3,far,0,0.001,ABABABAB,3,0.446699144682665,-0.0,0.0,111000010110
cfar_s0_i2.0_pABABAB_ppc2,far,0,2.0,ABABAB,2,0.4410180186069655,-1.0,1.0,111111000000
cfar_s0_i2.0_pABABAB_ppc2,far,0,2.0,ABABAB,2,0.4265063402814452,-0.8333333283662796,0.8333333283662796,111111000010
